[SIMINFO]: Generating pseudo random numbers ...
[SIMINFO]: Generating topology scenario ...
[SIMINFO]: Generating node scenario ...
[SIMINFO]: Creating topology scenario reader ...
[SIMINFO]: Creating node scenario reader ...
[SIMINFO]: Creating 5 Node Objects
[SIMINFO]: 0: 10 -INITIALIZE-;
[SIMINFO]: 0: 0-4 -UP-;
[SIMINFO]: Node id range = 0-4
[SIMINFO]: 1000: 10 -STOP_SIMULATION-;
[SIMINFO]: Initialization: 0: Position: {20, 234}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 47: 2: Position: {41, 231}, Status: MOBILE, Mobility: 5.0s, 5.4 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 47: 3: Position: {324, 477}, Status: MOBILE, Mobility: 7.0s, 175.7 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 48: 0: Position: {13, 267}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 48: 1: Position: {109, 412}, Status: MOBILE, Mobility: 8.0s, 172.86 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 48: 2: Position: {42, 230}, Status: MOBILE, Mobility: 4.0s, 5.4 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 48: 3: Position: {325, 477}, Status: MOBILE, Mobility: 6.0s, 175.7 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 49: 0: Position: {13, 267}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 49: 1: Position: {108, 412}, Status: MOBILE, Mobility: 7.0s, 172.86 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 49: 2: Position: {43, 229}, Status: MOBILE, Mobility: 3.0s, 5.4 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 49: 3: Position: {326, 477}, Status: MOBILE, Mobility: 5.0s, 175.7 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 50: 0: Position: {13, 267}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 50: 1: Position: {107, 412}, Status: MOBILE, Mobility: 6.0s, 172.86 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 50: 2: Position: {44, 228}, Status: MOBILE, Mobility: 2.0s, 5.4 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 50: 3: Position: {327, 477}, Status: MOBILE, Mobility: 4.0s, 175.7 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 51: 0: Position: {13, 267}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 51: 1: Position: {106, 412}, Status: MOBILE, Mobility: 5.0s, 172.86 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 51: 2: Position: {45, 227}, Status: MOBILE, Mobility: 1.0s, 5.4 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 51: 3: Position: {328, 477}, Status: MOBILE, Mobility: 3.0s, 175.7 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 52: 0: Position: {13, 267}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 8.0s
[SIMINFO]: 52: 1: Position: {105, 412}, Status: MOBILE, Mobility: 4.0s, 172.86 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 52: 2: Position: {46, 226}, Status: MOBILE, Mobility: 0.0s, 5.4 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 52: 3: Position: {329, 477}, Status: MOBILE, Mobility: 2.0s, 175.7 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 53: 0: Position: {13, 267}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 7.0s
[SIMINFO]: 53: 1: Position: {104, 412}, Status: MOBILE, Mobility: 3.0s, 172.86 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 53: 2: Position: {46, 226}, Status: MOBILE, Mobility: 4.0s, 63.54 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 53: 3: Position: {330, 477}, Status: MOBILE, Mobility: 1.0s, 175.7 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 54: 0: Position: {13, 267}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 54: 1: Position: {103, 412}, Status: MOBILE, Mobility: 2.0s, 172.86 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 54: 2: Position: {48, 228}, Status: MOBILE, Mobility: 3.0s, 63.54 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 54: 3: Position: {331, 477}, Status: MOBILE, Mobility: 0.0s, 175.7 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 55: 0: Position: {13, 267}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 55: 1: Position: {102, 412}, Status: MOBILE, Mobility: 1.0s, 172.86 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 55: 2: Position: {50, 230}, Status: MOBILE, Mobility: 2.0s, 63.54 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 55: 3: Position: {331, 477}, Status: MOBILE, Mobility: 9.0s, 101.38 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 56: 0: Position: {13, 267}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 56: 1: Position: {101, 412}, Status: MOBILE, Mobility: 0.0s, 172.86 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 56: 2: Position: {52, 232}, Status: MOBILE, Mobility: 1.0s, 63.54 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 56: 3: Position: {334, 481}, Status: MOBILE, Mobility: 8.0s, 101.38 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 57: 0: Position: {13, 267}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 57: 1: Position: {101, 412}, Status: MOBILE, Mobility: 10.0s, 188.59 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 57: 2: Position: {54, 234}, Status: MOBILE, Mobility: 0.0s, 63.54 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 57: 3: Position: {337, 485}, Status: MOBILE, Mobility: 7.0s, 101.38 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 58: 0: Position: {13, 267}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 58: 1: Position: {105, 412}, Status: MOBILE, Mobility: 9.0s, 188.59 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 58: 2: Position: {54, 234}, Status: MOBILE, Mobility: 1.0s, 39.19 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 58: 3: Position: {340, 489}, Status: MOBILE, Mobility: 6.0s, 101.38 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 59: 0: Position: {13, 267}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 59: 1: Position: {109, 412}, Status: MOBILE, Mobility: 8.0s, 188.59 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 59: 2: Position: {54, 235}, Status: MOBILE, Mobility: 0.0s, 39.19 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 59: 3: Position: {343, 493}, Status: MOBILE, Mobility: 5.0s, 101.38 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 60: 0: Position: {13, 267}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 60: 1: Position: {113, 412}, Status: MOBILE, Mobility: 7.0s, 188.59 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 60: 2: Position: {54, 235}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 8.0s
[SIMINFO]: 60: 3: Position: {346, 497}, Status: MOBILE, Mobility: 4.0s, 101.38 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 61: 0: Position: {13, 267}, Status: MOBILE, Mobility: 7.0s, 185.46 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 61: 1: Position: {117, 412}, Status: MOBILE, Mobility: 6.0s, 188.59 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 61: 2: Position: {54, 235}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 7.0s
[SIMINFO]: 61: 3: Position: {349, 501}, Status: MOBILE, Mobility: 3.0s, 101.38 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 62: 0: Position: {9, 267}, Status: MOBILE, Mobility: 6.0s, 185.46 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 62: 1: Position: {121, 412}, Status: MOBILE, Mobility: 5.0s, 188.59 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 62: 2: Position: {54, 235}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 62: 3: Position: {352, 505}, Status: MOBILE, Mobility: 2.0s, 101.38 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 63: 0: Position: {5, 267}, Status: MOBILE, Mobility: 5.0s, 185.46 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 63: 1: Position: {125, 412}, Status: MOBILE, Mobility: 4.0s, 188.59 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 63: 2: Position: {54, 235}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 63: 3: Position: {355, 509}, Status: MOBILE, Mobility: 1.0s, 101.38 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 64: 0: Position: {1, 267}, Status: MOBILE, Mobility: 4.0s, 185.46 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 64: 1: Position: {129, 412}, Status: MOBILE, Mobility: 3.0s, 188.59 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 64: 2: Position: {54, 235}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 64: 3: Position: {358, 513}, Status: MOBILE, Mobility: 0.0s, 101.38 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 65: 0: Position: {0, 267}, Status: MOBILE, Mobility: 3.0s, 302.42 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 65: 1: Position: {133, 412}, Status: MOBILE, Mobility: 2.0s, 188.59 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 65: 2: Position: {54, 235}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 65: 3: Position: {358, 513}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 66: 0: Position: {3, 270}, Status: MOBILE, Mobility: 2.0s, 302.42 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 66: 1: Position: {137, 412}, Status: MOBILE, Mobility: 1.0s, 188.59 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 66: 2: Position: {54, 235}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 66: 3: Position: {358, 513}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 67: 0: Position: {6, 273}, Status: MOBILE, Mobility: 1.0s, 302.42 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 67: 1: Position: {141, 412}, Status: MOBILE, Mobility: 0.0s, 188.59 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 67: 2: Position: {54, 235}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 67: 3: Position: {358, 513}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 68: 0: Position: {9, 276}, Status: MOBILE, Mobility: 0.0s, 302.42 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 68: 1: Position: {141, 412}, Status: MOBILE, Mobility: 3.0s, 330.82 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 68: 2: Position: {54, 235}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 68: 3: Position: {358, 513}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 69: 0: Position: {9, 276}, Status: MOBILE, Mobility: 2.0s, 239.19 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 69: 1: Position: {138, 408}, Status: MOBILE, Mobility: 2.0s, 330.82 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 69: 2: Position: {54, 235}, Status: MOBILE, Mobility: 2.0s, 208.35 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 69: 3: Position: {358, 513}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 8.0s
[SIMINFO]: 70: 0: Position: {12, 277}, Status: MOBILE, Mobility: 1.0s, 239.19 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 70: 1: Position: {135, 404}, Status: MOBILE, Mobility: 1.0s, 330.82 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 70: 2: Position: {56, 238}, Status: MOBILE, Mobility: 1.0s, 208.35 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 70: 3: Position: {358, 513}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 7.0s
[SIMINFO]: 71: 0: Position: {15, 278}, Status: MOBILE, Mobility: 0.0s, 239.19 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 71: 1: Position: {132, 400}, Status: MOBILE, Mobility: 0.0s, 330.82 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 71: 2: Position: {58, 241}, Status: MOBILE, Mobility: 0.0s, 208.35 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 71: 3: Position: {358, 513}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 72: 0: Position: {15, 278}, Status: MOBILE, Mobility: 5.0s, 292.28 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 72: 1: Position: {132, 400}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 72: 2: Position: {58, 241}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 9.0s
[SIMINFO]: 72: 3: Position: {358, 513}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 73: 0: Position: {14, 278}, Status: MOBILE, Mobility: 4.0s, 292.28 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 73: 1: Position: {132, 400}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 73: 2: Position: {58, 241}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 8.0s
[SIMINFO]: 73: 3: Position: {358, 513}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 74: 0: Position: {13, 278}, Status: MOBILE, Mobility: 3.0s, 292.28 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 74: 1: Position: {132, 400}, Status: MOBILE, Mobility: 1.0s, 79.93 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 74: 2: Position: {58, 241}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 7.0s
[SIMINFO]: 74: 3: Position: {358, 513}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 75: 0: Position: {12, 278}, Status: MOBILE, Mobility: 2.0s, 292.28 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 75: 1: Position: {132, 399}, Status: MOBILE, Mobility: 0.0s, 79.93 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 75: 2: Position: {58, 241}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 75: 3: Position: {358, 513}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 76: 0: Position: {11, 278}, Status: MOBILE, Mobility: 1.0s, 292.28 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 76: 1: Position: {132, 399}, Status: MOBILE, Mobility: 8.0s, 176.1 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 76: 2: Position: {58, 241}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 76: 3: Position: {358, 513}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 77: 0: Position: {10, 278}, Status: MOBILE, Mobility: 0.0s, 292.28 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 77: 1: Position: {135, 400}, Status: MOBILE, Mobility: 7.0s, 176.1 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 77: 2: Position: {58, 241}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 77: 3: Position: {358, 513}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 78: 0: Position: {10, 278}, Status: MOBILE, Mobility: 10.0s, 259.12 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 78: 1: Position: {138, 401}, Status: MOBILE, Mobility: 6.0s, 176.1 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 78: 2: Position: {58, 241}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 78: 3: Position: {358, 513}, Status: MOBILE, Mobility: 5.0s, 332.52 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 79: 0: Position: {10, 282}, Status: MOBILE, Mobility: 9.0s, 259.12 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 79: 1: Position: {141, 402}, Status: MOBILE, Mobility: 5.0s, 176.1 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 79: 2: Position: {58, 241}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 79: 3: Position: {360, 512}, Status: MOBILE, Mobility: 4.0s, 332.52 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 80: 0: Position: {10, 286}, Status: MOBILE, Mobility: 8.0s, 259.12 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 80: 1: Position: {144, 403}, Status: MOBILE, Mobility: 4.0s, 176.1 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 80: 2: Position: {58, 241}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 80: 3: Position: {362, 511}, Status: MOBILE, Mobility: 3.0s, 332.52 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 81: 0: Position: {10, 290}, Status: MOBILE, Mobility: 7.0s, 259.12 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 81: 1: Position: {147, 404}, Status: MOBILE, Mobility: 3.0s, 176.1 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 81: 2: Position: {58, 241}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 81: 3: Position: {364, 510}, Status: MOBILE, Mobility: 2.0s, 332.52 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 82: 0: Position: {10, 294}, Status: MOBILE, Mobility: 6.0s, 259.12 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 82: 1: Position: {150, 405}, Status: MOBILE, Mobility: 2.0s, 176.1 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 82: 2: Position: {58, 241}, Status: MOBILE, Mobility: 8.0s, 244.76 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 82: 3: Position: {366, 509}, Status: MOBILE, Mobility: 1.0s, 332.52 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 83: 0: Position: {10, 298}, Status: MOBILE, Mobility: 5.0s, 259.12 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 83: 1: Position: {153, 406}, Status: MOBILE, Mobility: 1.0s, 176.1 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 83: 2: Position: {59, 241}, Status: MOBILE, Mobility: 7.0s, 244.76 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 83: 3: Position: {368, 508}, Status: MOBILE, Mobility: 0.0s, 332.52 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 84: 0: Position: {10, 302}, Status: MOBILE, Mobility: 4.0s, 259.12 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 84: 1: Position: {156, 407}, Status: MOBILE, Mobility: 0.0s, 176.1 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 84: 2: Position: {60, 241}, Status: MOBILE, Mobility: 6.0s, 244.76 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 84: 3: Position: {368, 508}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 85: 0: Position: {10, 306}, Status: MOBILE, Mobility: 3.0s, 259.12 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 85: 1: Position: {156, 407}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 85: 2: Position: {61, 241}, Status: MOBILE, Mobility: 5.0s, 244.76 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 85: 3: Position: {368, 508}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 86: 0: Position: {10, 310}, Status: MOBILE, Mobility: 2.0s, 259.12 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 86: 1: Position: {156, 407}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 86: 2: Position: {62, 241}, Status: MOBILE, Mobility: 4.0s, 244.76 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 86: 3: Position: {368, 508}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 87: 0: Position: {10, 314}, Status: MOBILE, Mobility: 1.0s, 259.12 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 87: 1: Position: {156, 407}, Status: MOBILE, Mobility: 10.0s, 253.61 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 87: 2: Position: {63, 241}, Status: MOBILE, Mobility: 3.0s, 244.76 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 87: 3: Position: {368, 508}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 88: 0: Position: {10, 318}, Status: MOBILE, Mobility: 0.0s, 259.12 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 88: 1: Position: {155, 409}, Status: MOBILE, Mobility: 9.0s, 253.61 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 88: 2: Position: {64, 241}, Status: MOBILE, Mobility: 2.0s, 244.76 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 88: 3: Position: {368, 508}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 89: 0: Position: {10, 318}, Status: MOBILE, Mobility: 3.0s, 99.97 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 89: 1: Position: {154, 411}, Status: MOBILE, Mobility: 8.0s, 253.61 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 89: 2: Position: {65, 241}, Status: MOBILE, Mobility: 1.0s, 244.76 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 89: 3: Position: {368, 508}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 90: 0: Position: {11, 317}, Status: MOBILE, Mobility: 2.0s, 99.97 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 90: 1: Position: {153, 413}, Status: MOBILE, Mobility: 7.0s, 253.61 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 90: 2: Position: {66, 241}, Status: MOBILE, Mobility: 0.0s, 244.76 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 90: 3: Position: {368, 508}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 91: 0: Position: {12, 316}, Status: MOBILE, Mobility: 1.0s, 99.97 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 91: 1: Position: {152, 415}, Status: MOBILE, Mobility: 6.0s, 253.61 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 91: 2: Position: {66, 241}, Status: MOBILE, Mobility: 7.0s, 109.42 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 91: 3: Position: {368, 508}, Status: MOBILE, Mobility: 4.0s, 173.04 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 92: 0: Position: {13, 315}, Status: MOBILE, Mobility: 0.0s, 99.97 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 92: 1: Position: {151, 417}, Status: MOBILE, Mobility: 5.0s, 253.61 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 92: 2: Position: {64, 242}, Status: MOBILE, Mobility: 6.0s, 109.42 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 92: 3: Position: {367, 508}, Status: MOBILE, Mobility: 3.0s, 173.04 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 93: 0: Position: {13, 315}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 7.0s
[SIMINFO]: 93: 1: Position: {150, 419}, Status: MOBILE, Mobility: 4.0s, 253.61 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 93: 2: Position: {62, 243}, Status: MOBILE, Mobility: 5.0s, 109.42 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 93: 3: Position: {366, 508}, Status: MOBILE, Mobility: 2.0s, 173.04 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 94: 0: Position: {13, 315}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 94: 1: Position: {149, 421}, Status: MOBILE, Mobility: 3.0s, 253.61 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 94: 2: Position: {60, 244}, Status: MOBILE, Mobility: 4.0s, 109.42 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 94: 3: Position: {365, 508}, Status: MOBILE, Mobility: 1.0s, 173.04 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 95: 0: Position: {13, 315}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 95: 1: Position: {148, 423}, Status: MOBILE, Mobility: 2.0s, 253.61 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 95: 2: Position: {58, 245}, Status: MOBILE, Mobility: 3.0s, 109.42 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 95: 3: Position: {364, 508}, Status: MOBILE, Mobility: 0.0s, 173.04 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 96: 0: Position: {13, 315}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 96: 1: Position: {147, 425}, Status: MOBILE, Mobility: 1.0s, 253.61 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 96: 2: Position: {56, 246}, Status: MOBILE, Mobility: 2.0s, 109.42 degrees, 2m/s Pause: 0.0s
